"See chapter 'Configuration', section 'Magento - Backend' in the documentation. Please note that the option 'orderId' is not used for the Kwixo payment methods.", "See chapter 'configuration', section 'Magento - Backend in the documentation'. Please note that the option 'orderId' is not used for the Kwixo payment methods."
"See chapter 'Configuration', section 'Magento - Backend' in the documentation.","See chapter 'configuration', section 'Magento - Backend' in the documentation."
"Send Invoice to Customer", "Send Invoice to Customer"
"Send reminder email to the customer if order is unpaid (status 0, 1, 2).", "Send reminder email to the customer if order is unpaid (status 0, 1, 2)."
"Sender identity. See 'Store Email Adresses'.", "Sender identity. See 'Store Email Adresses'."
"Services for individuals","Services for individuals"
"Services for professionals","Services for professionals"
"SHA-IN Pass phrase","SHA-IN Pass phrase"
"SHA-OUT Pass phrase","SHA-OUT Pass phrase"
"Shipping Address","Shipping Address"
"shipping details not valid", "Shipping details not valid"
"Shipping Method Details", "Shipping Method Details"
"Shipping method details", "Shipping method details"
"Shipping method speed", "Shipping Speed (in hours)"
"Shipping Method Type", "Shipping Method Type"
"Shipping method type", "Shipping method type"
"Shipping speed (in hours)", "Shipping speed (in hours)"
"shipping speed not valid", "Shipping speed not valid"
"shipping type not valid", "Shipping type not valid"
"Show Alias Manager information for guests", "Show Alias Manager information for guests"
"Show catalog button", "Show catalog button"
"Show empty default option", "Show empty default option"
"Show home button", "Show home button"
"Show information for guests", "Show information for guests"
"Show invoice terms link","Show invoice terms link"
"Show Quote ID in the order grid", "Show Quote ID in the order grid"
"Sofort Uberweisung","SOFORT Überweisung"
"Sort Order for backend", "Sort Order for backend"
"Sound & light","Sound & light"
"Special user for API must be created in the Ingenico ePayments (Ogone) backend in section <em>Users</em>.","Special user for API must be created in the Ingenico ePayments (Ogone) backend in section <em>Users</em>."
"Specific Countries","Specific Countries"
"Sports", "Sports"
"Start Ingenico ePayments (Ogone) %s capture request","Start Ingenico ePayments (Ogone) %s capture request"
"Start Ingenico ePayments (Ogone) processing","Start Ingenico ePayments (Ogone) processing"
"Start Ingenico ePayments (Ogone) refund request","Start Ingenico ePayments (Ogone) refund request"
"State", "State"
"Status %s can not be voided.", "Status %s can not be voided."
"STATUS_0","Incomplete or invalid"
"STATUS_1","Cancelled by client"
"STATUS_2","Authorization refused"
"STATUS_4","Order stored"
"STATUS_5","Authorized"
"STATUS_6","Authorized and cancelled"
"STATUS_7","Payment deleted"
"STATUS_8","Refund"
"STATUS_9","Payment requested"
"STATUS_40","Stored waiting external result"
"STATUS_41","Waiting client payment"
"STATUS_46","Waiting (for identification)"
"STATUS_50","Authorized waiting external result"
"STATUS_51","Authorization waiting"
"STATUS_52","Authorization not known"
"STATUS_55","Stand-by"
"STATUS_56","OK with scheduled payments"
"STATUS_57","Error in scheduled payments"
"STATUS_59","Authoriz. to get manually"
"STATUS_61","Author. deletion waiting"
"STATUS_62","Author. deletion uncertain"
"STATUS_63","Author. deletion refused"
"STATUS_64","Authorized and cancelled"
"STATUS_71","Payment deletion pending"
"STATUS_72","Payment deletion uncertain"
"STATUS_73","Payment deletion refused"
"STATUS_74","Payment deleted"
"STATUS_75","Deletion processed by merchant"
"STATUS_81","Refund pending"
"STATUS_82","Refund uncertain"
"STATUS_83","Refund refused"
"STATUS_84","Payment declined by the acquirer"
"STATUS_85","Refund processed by merchant"
"STATUS_91","Payment processing"
"STATUS_92","Payment uncertain"
"STATUS_93","Payment refused"
"STATUS_94","Refund declined by the acquirer"
"STATUS_95","Payment processed by merchant"
"STATUS_99","Being processed"
"Store contact responsible for subscription handling", "Store contact responsible for subscription handling"
"Submit extra parameters", "Submit extra parameters"
"Submit","Submit"
"SUCCESS_TOKEN","Your payment data is ready to be processed by Ingenico ePayments (Ogone). You can <a href='javascript:void(0)' onclick='payment.reloadIframe();'>reset it</a> or still select another payment method."
"SUCCESS_TOKEN_FRONTEND","Your payment data is ready to be processed by Ingenico ePayments (Ogone). You can <a href='javascript:void(0)' onclick='payment.handleBrandChange();'>reset it</a> or still select another payment method."
"Table Background Color of the Ingenico ePayments (Ogone) Template","Table Background Color of the Ingenico ePayments (Ogone) Template"
"Table Text Color of the Ingenico ePayments (Ogone) Template","Table Text Color of the Ingenico ePayments (Ogone) Template"
"Telephony & communication","Telephony & communication"
"Test url example: https://secure.ogone.com/ncol/test/maintenancedirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/maintenancedirect.asp","Test url example: https://secure.ogone.com/ncol/test/maintenancedirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/maintenancedirect.asp"
"Test url example: https://secure.ogone.com/ncol/test/orderdirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/orderdirect.asp","Test url example: https://secure.ogone.com/ncol/test/orderdirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/orderdirect.asp"
"Test url example: https://secure.ogone.com/ncol/test/orderstandard_utf8.asp<br />Production url example: https://secure.ogone.com/ncol/prod/orderstandard_utf8.asp","Test url example: https://secure.ogone.com/ncol/test/orderstandard_utf8.asp<br />Production url example: https://secure.ogone.com/ncol/prod/orderstandard_utf8.asp"
"Test url example: https://secure.ogone.com/ncol/test/querydirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/querydirect.asp", "Test url example: https://secure.ogone.com/ncol/test/orderdirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/querydirect.asp"
"Test url example: https://ogone.test.v-psp.com/Tokenization/HostedPage<br />Production url example: https://secure.ogone.com/Tokenization/HostedPage","Test url example: https://ogone.test.v-psp.com/Tokenization/HostedPage<br />Production url example: https://secure.ogone.com/Tokenization/HostedPage"
"test", "Test"
"Text Color of the Ingenico ePayments (Ogone) Template","Text Color of the Ingenico ePayments (Ogone) Template"
"The capture has already been invoiced.","The capture has already been invoiced."
"The CreditMemo was not created. Ingenico ePayments (Ogone) status: %s.","The CreditMemo was not created. Ingenico ePayments (Ogone) status: %s."
"The Creditmemo will be created automatically as soon as Ingenico ePayments (Ogone) sends an acknowledgement.","The Creditmemo will be created automatically as soon as Ingenico ePayments (Ogone) sends an acknowledgement."
"The data you have provided can not be processed by Ingenico ePayments (Ogone)", "The data you have provided can not be processed by Ingenico ePayments (Ogone)"
"The email template to use. Choose 'Default Template from Locale' to use Ingenico ePayments (Ogone) extensions default template.", "The email template to use. Choose 'Default Template from Locale' to use Ingenico ePayments (Ogone) extensions default template."
"The ID of Tracker Application Account.", "The ID of Tracker Application Account."
"The Invoice was not created. Ingenico ePayments (Ogone) status: %s.","The Invoice was not created. Ingenico ePayments (Ogone) status: %s."
"The Invoice will be created automatically as soon as Ingenico ePayments (Ogone) sends an acknowledgement.","The Invoice will be created automatically as soon as Ingenico ePayments (Ogone) sends an acknowledgement."
"The order has been accepted in Magento only. For the actual status of the payment check the Ingenico ePayments (Ogone) backend.", "The order has been accepted in Magento only. For the actual status of the payment check the Ingenico ePayments (Ogone) backend."
"The order was cancelled manually. The Ingenico ePayments (Ogone)-state is 0 or null.","The order was cancelled manually. The Ingenico ePayments (Ogone)-state is 0 or null."
"The void request is sent. Please wait until the void request will be accepted.","The void request is sent. Please wait until the void request will be accepted."
"There is already one creditmemo in the queue. The Creditmemo will be created automatically as soon as Ingenico ePayments (Ogone) sends an acknowledgement.","There is already one creditmemo in the queue. The Creditmemo will be created automatically as soon as Ingenico ePayments (Ogone) sends an acknowledgement."
"There is one capture request waiting. Please wait until this request is acknowledged.","There is one capture request waiting. Please wait until this request is acknowledged."
"There is one void request waiting. Please wait until this request is acknowledged.","There is one void request waiting. Please wait until this request is acknowledged."
"This contact will receive the suspend/cancel requests for the subscriptions. See 'Store Email Adresses'.", "This contact will receive the suspend/cancel requests for the subscriptions. See 'Store Email Addresses'."
"This e-mail template is used for the automatically generated e-mail that is sent to the corresponding contact, if a customer wants to cancel a subscription.", "This e-mail template is used for the automatically generated e-mail which is sent to the corresponding contact, if a customer wants to cancel a subscription."
"This functionality will transmit specific customer data as hash to Ingenico ePayments (Ogone) to identify the device from which the transaction was sent can be identified with the highest probability.","This functionality will transmit specific customer data as hash to Ingenico ePayments (Ogone) to identify the device from which the transaction was sent can be identified with the highest probability."
"This is a required field.","This is a required field."
"This might be a fraud attempt. Please check details for more information.", "This might be a fraud attempt. Please check details for more information."
"This must be identical to the value in the Ingenico ePayments (Ogone) backend in section <em>Technical information</em> on tab <em>Data and origin verification</em>.","This must be identical to the value in the Ingenico ePayments (Ogone) backend in section <em>Technical information</em> on tab <em>Data and origin verification</em>."
"This must be identical to the value in the Ingenico ePayments (Ogone) backend in section <em>Technical information</em> on tab <em>Global security parameters</em>.","This must be identical to the value in the Ingenico ePayments (Ogone) backend in section <em>Technical information</em> on tab <em>Global security parameters</em>."
"This must be identical to the value in the Ingenico ePayments (Ogone) backend in section <em>Technical information</em> on tab <em>Transaction feedback</em>.","This must be identical to the value in the Ingenico ePayments (Ogone) backend in section <em>Technical information</em> on tab <em>Transaction feedback</em>."
"This payment method always uses direct sale as payment action.","This payment method always uses direct sale as payment action."
"This payment method is used to handle subscriptions via Ingenico ePayments (Ogone) through Magentos recurring profiles. It is only available for orders containing only nominal items.", "This payment method is used to handle subscriptions via Ingenico ePayments (Ogone) through Magento's Recurring Profiles. It is only available for orders containing suitable (nominal) items."
"This requires working Magento Cronjobs.", "This requires working Magento Cronjobs."
"This sets if this payment method should also be available for orders from the Magento backend.","This sets if this payment method should also be available for orders from the Magento backend."
"This setting will override the configuration in the Ingenico ePayments (Ogone) backend in section <em>Technical information</em> on tab <em>Global transaction parameters</em>.","This setting will override the configuration in the Ingenico ePayments (Ogone) backend in section <em>Technical information</em> on tab <em>Global transaction parameters</em>."
"This value specifies the request timeout for that transaction. A value between 30 and 60 seconds is possible.", "This value specifies the request timeout for that transaction. A value between 30 and 60 seconds is possible."
"This will log requests and responses in /var/log/ops.log","This will log requests and responses in /var/log/ops.log"
"Timeout for transactions","Timeout for transactions"
"Title of the Ingenico ePayments (Ogone) Template","Title of the Ingenico ePayments (Ogone) Template"
"Title to display for the default option.", "Title to display for the default option."
"Title", "Title"
"To actually activate the subscription an update in the Ingenico ePayments (Ogone) backend is needed.", "To actually activate the subscription an update in the Ingenico ePayments (Ogone) backend is needed."
"To actually cancel the subscription an update in the Ingenico ePayments (Ogone) backend is needed.","To actually cancel the subscription an update in the Ingenico ePayments (Ogone) backend is needed."
"To actually suspend the subscription an update in the Ingenico ePayments (Ogone) backend is needed.","To actually suspend the subscription an update in the Ingenico ePayments (Ogone) backend is needed."
"To cancel the subscription, please send an email to the shop owner or request this by clicking the suspend button on the subscriptions detail view in your customer account. A link to that page will be displayed on the checkout success page.", "To cancel the subscription, please send an email to the shop owner or request this by clicking the suspend button on the subscriptions detail view in your customer account. A link to that page will be displayed on the checkout success page."
"Transmit new payment method...","Transmit new payment method..."
"Transporter (La Poste, UPS...)","Transporter (La Poste, UPS...)"
"Travel & tourism","Travel & tourism"
"Unknown Ingenico ePayments (Ogone) state for this order. Please check Ingenico ePayments (Ogone) backend for this order.", "Unknown Ingenico ePayments (Ogone) state for this order. Please check Ingenico ePayments (Ogone) backend for this order."
"Unknown Ingenico ePayments (Ogone) status: %s.","Unknown Ingenico ePayments (Ogone) status: %s."
"Unknown country within the IBAN '%value%'", "Unknown country within the IBAN '%value%'"
"URL/filename of the logo. The URL must be absolute and stored on a secure server.","URL/filename of the logo. The URL must be absolute and stored on a secure server."
"Value exceeds %d characters","Value exceeds %d characters"
"Verical list","Verical list"
"Void is waiting or uncertain. Ingenico ePayments (Ogone) status: %s.","Void is waiting or uncertain. Ingenico ePayments (Ogone) status: %s."
"Void order failed. Ingenico ePayments (Ogone) status: %s.","Void order failed. Ingenico ePayments (Ogone) status: %s."
"Void order succeed. Ingenico ePayments (Ogone) status: %s.","Void order succeed. Ingenico ePayments (Ogone) status: %s."
"Void was refused. Automatic creation failed. Ingenico ePayments (Ogone) status: %s.","Void was refused. Automatic creation failed. Ingenico ePayments (Ogone) status: %s."
"Waiting for payment. Ingenico ePayments (Ogone) status: %s.","Waiting for payment. Ingenico ePayments (Ogone) status: %s."
"Waiting for the payment of the customer","Waiting for the payment of the customer"
"When enabling this, you still need to request the explicit consent of the customer in the checkout to transmit this data.","When enabling this, you still need to request the explicit consent of the customer in the checkout to transmit this data."
"When the option 'Other' is selected the request data will get converted to ASCII chararcters by using the appropriate transliterations for the given locale of the store.","When the option 'Other' is selected the request data will get converted to ASCII chararcters by using the appropriate transliterations for the given locale of the store."
"When using %s as payment method the settings for '%s' and '%s' will not be processed.", "When using %s as payment method the settings for '%s' and '%s' will not be processed."
"When using Klarna as your aquirer you will need to switch to the option 'Other'.","When using Klarna as your aquirer you will need to switch to the option 'Other'."
"With this setting the customer will be redirected to the Ingenico ePayments (Ogone) paypage with the look and feel of your shop. </br> The template used can be seen here: </br>", "With this setting the customer will be redirected to the Ingenico ePayments (Ogone) paypage with the look and feel of your shop. </br> The template used can be seen here: </br>"
"With this setting the customer will be redirected to the Ingenico ePayments (Ogone) paypage. The look and feel of that page will be defined by a dynamically loaded template file that you can define below.","With this setting the customer will be redirected to the Ingenico ePayments (Ogone) paypage. The look and feel of that page will be defined by a dynamically loaded template file that you can define below."
"With this setting the customer will enter the payment details on a page in your shop that hosts the Ingenico ePayments (Ogone) paypage in an iFrame. You can style the paypage through the parameters below.","With this setting the customer will enter the payment details on a page in your shop that hosts the Ingenico ePayments (Ogone) paypage in an iFrame. You can style the paypage through the parameters below."
"With this setting the customer will get redirected to Ingenico ePayments (Ogone) to enter his payment details. You can style the page through the parameters below.","With this setting the customer will get redirected to Ingenico ePayments (Ogone) to enter his payment details. You can style the page through the parameters below."
"Year of Expiration Date", "Year of Expiration Date"
"You already sent a capture request. Please wait until the capture request is acknowledged.","You already sent a capture request. Please wait until the capture request is acknowledged."
"You already sent a void request. Please wait until the void request will be acknowledged.","You already sent a void request. Please wait until the void request will be acknowledged."
"You are not allowed to suspend this subscription!", "You are not allowed to suspend this subscription!"
"You did not save any payment information, yet.", "You did not save any payment information, yet."
"You don't want to enter your payment information again? Just %s to save your credit card information securely!", "You don't want to enter your payment information again? Just %s to save your credit card information securely!"
"You will be charged an initial amount of %s.", "You will be charged an initial amount of %s."
"You will be redirected to Ingenico ePayments (Ogone) website when you place an order.","You will be redirected to Ingenico ePayments (Ogone) website when you place an order."
"You will be redirected to finalize your payment.","You will be redirected to finalize your payment."
"You will be redirected to the payment page after the order confirmation.","You will be redirected to the payment page after the order confirmation."
"Your details", "Your details"
"Your given data","Your given data"
"Your order has been registered, but your payment is still marked as pending. Please have patience until the final status is known.","Your order has been registered, but your payment is still marked as pending. Please have patience until the final status is known."
"Your payment information was declined. Please select another payment method.","Your payment information was declined. Please select another payment method."
"Your suspend request was successfully sent. A copy of the email will be sent to your address.", "Your suspend request was successfully sent. A copy of the email will be sent to your address."
